"","age","edu","inc","car","acc"
"4310",35,"College",111312.473068482,"Luxury",0
"4311",20,"College",78590.4942575914,"Standard",0
"4312",29,"College",111889.85467563,"Truck",0
"4313",20,"College",77588.4891026314,"Standard",0
"4314",22,"High School",69921.6678908432,"Standard",0
"4315",33,"High School",81110.8960217309,"Truck",0
"4316",18,"College",34037.0507006442,"Truck",0
"4317",22,"College",87255.0371479863,"Standard",0
"4318",23,"College",95057.3634656276,"Truck",0
"4319",18,"High School",47739.8051577895,"Truck",0
"4320",32,"High School",79915.7865731542,"Standard",0
"4321",22,"College",84636.8526672276,"Standard",0
"4322",19,"College",62258.5334001313,"Truck",0
"4323",23,"College",93461.0116074308,"Truck",0
"4324",32,"College",116088.367450996,"Luxury",0
"4325",25,"High School",53098.0797977581,"Truck",0
"4326",26,"College",86979.0198952682,"Standard",0
"4327",20,"College",53122.7853667579,"Truck",0
"4328",22,"College",79666.8030808663,"Standard",1
"4329",18,"High School",46224.6300775687,"Standard",0
"4330",20,"High School",62630.8472086575,"Standard",0
"4331",18,"College",51215.6062856033,"Truck",0
"4332",20,"College",80798.3323555019,"Truck",0
"4333",37,"High School",80322.6254008205,"Truck",0
"4334",19,"High School",64713.4161030644,"Standard",0
"4335",34,"High School",101342.425620943,"Standard",0
"4336",40,"High School",107618.368442049,"Standard",0
"4337",25,"High School",82724.5699568698,"Truck",0
"4338",35,"High School",86966.0695825077,"Truck",0
"4339",50,"High School",91724.1061927573,"Standard",0
"4340",21,"College",78302.4633593477,"Truck",0
"4341",23,"College",96715.5249924065,"Standard",0
"4342",21,"High School",80789.5723765955,"Standard",0
"4343",18,"College",45088.418275711,"Standard",0
"4344",35,"High School",93172.2891238358,"Luxury",0
"4345",22,"College",73556.7110614666,"Standard",0
"4346",20,"High School",77546.8189113066,"Truck",0
"4347",18,"College",50339.9445214904,"Truck",0
"4348",18,"College",31554.3317731404,"Truck",0
"4349",23,"High School",88970.6467473976,"Standard",1
"4350",27,"College",102311.801224566,"Truck",0
"4351",20,"College",82487.3653337185,"Standard",0
"4352",19,"High School",32988.9220104249,"Standard",0
"4353",24,"College",98031.0684081181,"Luxury",0
"4354",39,"High School",78704.022773117,"Truck",0
"4355",24,"College",111101.731680684,"Standard",0
"4356",23,"High School",74781.5241646351,"Truck",0
"4357",18,"College",48132.0684689227,"Standard",0
"4358",19,"College",64589.2913348691,"Standard",0
"4359",19,"College",62952.221233359,"Truck",0
"4360",27,"College",108885.591512695,"Truck",0
"4361",18,"College",34257.0064255944,"Standard",0
"4362",20,"High School",65557.9286112398,"Standard",0
"4363",19,"High School",54250.3779563582,"Truck",0
"4364",19,"College",70213.3600672442,"Truck",1
"4365",23,"High School",69385.216667084,"Truck",0
"4366",22,"High School",71486.6903829374,"Truck",0
"4367",27,"College",91181.6777751454,"Standard",0
"4368",21,"High School",69056.0793197027,"Standard",0
"4369",21,"High School",72232.9185166283,"Standard",0
"4370",24,"College",87592.6798784055,"Standard",0
"4371",21,"College",76702.4488453428,"Standard",0
"4372",25,"College",85712.8462604701,"Standard",0
"4373",26,"College",107417.970018512,"Luxury",0
"4374",18,"College",48652.5062958561,"Standard",0
"4375",24,"College",91789.9692181312,"Luxury",0
"4376",22,"College",96865.3133911327,"Standard",0
"4377",19,"College",64317.9762562398,"Standard",0
"4378",19,"High School",54728.7348637692,"Standard",0
"4379",32,"High School",69462.9819855303,"Standard",0
"4380",23,"High School",58096.8644533352,"Truck",0
"4381",28,"High School",89453.7525961442,"Luxury",0
"4382",25,"College",96760.4382946651,"Truck",0
"4383",23,"High School",53174.9553374342,"Standard",0
"4384",33,"College",99666.842486376,"Truck",0
"4385",19,"College",70157.827322518,"Truck",0
"4386",25,"High School",61030.7944045967,"Truck",0
"4387",18,"College",41418.925488513,"Standard",1
"4388",57,"College",135154.546735893,"Standard",0
"4389",24,"College",90181.2725292033,"Standard",0
"4390",18,"High School",50177.4750911042,"Standard",0
"4391",26,"College",87148.8957452176,"Standard",0
"4392",29,"High School",100281.172974656,"Truck",0
"4393",19,"College",67228.8317641348,"Truck",0
"4394",24,"College",90667.450690106,"Standard",0
"4395",18,"High School",24221.4211678151,"Standard",0
"4396",25,"High School",88301.4737891068,"Standard",0
"4397",22,"College",86458.1389652434,"Standard",0
"4398",21,"College",78588.4941529443,"Truck",0
"4399",20,"College",67816.9175957559,"Standard",0
"4400",18,"High School",38458.4209573564,"Standard",0
"4401",18,"College",38232.3924170141,"Standard",0
"4402",41,"High School",82060.4398791449,"Standard",0
"4403",33,"College",134745.146545143,"Standard",0
"4404",20,"College",55744.7593891061,"Truck",0
"4405",19,"High School",59523.6455872573,"Truck",0
"4406",19,"College",84338.5390042788,"Standard",0
"4407",19,"College",55096.6515853115,"Truck",0
"4408",18,"College",44507.7397038086,"Standard",0
"4409",22,"High School",62639.7522264347,"Standard",0
"4410",21,"High School",42559.9215770265,"Truck",0
"4411",22,"High School",63593.9795719682,"Standard",0
"4412",21,"College",74952.8882622646,"Truck",1
"4413",26,"High School",83482.427688257,"Standard",0
"4414",18,"College",24101.4836854395,"Truck",0
"4415",24,"College",96700.5711765521,"Luxury",0
"4416",21,"College",85688.5624416902,"Truck",0
"4417",21,"High School",78615.0582802151,"Standard",2
"4418",23,"High School",68305.5009043875,"Standard",0
"4419",26,"College",90119.0541459692,"Luxury",0
"4420",20,"High School",68681.205421881,"Standard",0
"4421",18,"College",44877.5266799455,"Standard",0
"4422",52,"College",125654.656002416,"Luxury",0
"4423",21,"College",81663.959021713,"Standard",0
"4424",36,"College",119637.494334525,"Truck",0
"4425",22,"College",81347.0982743778,"Truck",0
"4426",22,"College",93940.9801589093,"Standard",0
"4427",25,"High School",63763.1435569638,"Truck",0
"4428",23,"College",79338.8245549027,"Standard",0
"4429",28,"College",102208.680351452,"Standard",0
"4430",22,"College",82546.4931591705,"Standard",0
"4431",18,"College",50536.5772431963,"Standard",0
"4432",27,"College",105043.022713074,"Luxury",0
"4433",24,"High School",92296.7030389296,"Luxury",0
"4434",18,"High School",67221.5296576295,"Standard",1
"4435",27,"High School",77897.1667091702,"Standard",0
"4436",18,"College",34931.3602847957,"Standard",0
"4437",21,"College",83875.7571612759,"Truck",0
"4438",21,"College",84925.5969945606,"Truck",0
"4439",24,"High School",77599.3730549734,"Standard",0
"4440",25,"College",102430.115108565,"Standard",0
"4441",22,"College",90083.5675588939,"Truck",0
"4442",38,"High School",69010.4292977389,"Truck",0
"4443",24,"College",78143.7185255878,"Truck",0
"4444",19,"High School",51381.9537020636,"Truck",0
"4445",23,"High School",37816.9268348988,"Truck",0
"4446",21,"College",83586.7490408997,"Truck",1
"4447",44,"High School",82552.4240606682,"Standard",0
"4448",21,"High School",54169.0425240886,"Standard",0
"4449",20,"College",54700.4969778305,"Standard",0
"4450",26,"High School",76073.4862970538,"Truck",0
"4451",18,"College",31806.6858089661,"Truck",0
"4452",22,"College",91414.1227607576,"Truck",0
"4453",30,"College",96616.3403783731,"Standard",1
"4454",25,"College",121734.491153697,"Luxury",0
"4455",27,"High School",72377.1782367062,"Standard",0
"4456",29,"College",105716.168655273,"Luxury",0
"4457",22,"College",87932.1799946705,"Standard",0
"4458",26,"College",94116.4024355233,"Luxury",0
"4459",30,"College",120396.283299965,"Standard",0
"4460",18,"College",62160.9375370778,"Standard",0
"4461",19,"High School",60955.5261453768,"Standard",0
"4462",24,"High School",69314.5511126716,"Truck",0
"4463",19,"College",55784.4249834536,"Truck",0
"4464",31,"College",111755.387012138,"Luxury",0
"4465",21,"College",90272.3878540397,"Standard",0
"4466",18,"College",40670.9434704301,"Truck",0
"4467",26,"College",98063.2863467576,"Standard",0
"4468",27,"High School",64529.6593042413,"Truck",0
"4469",30,"College",110527.64528375,"Luxury",0
"4470",24,"College",101196.078324067,"Luxury",0
"4471",21,"High School",59311.7671341073,"Truck",1
"4472",20,"High School",53295.4475355229,"Truck",0
"4473",21,"College",83770.4802756289,"Standard",0
"4474",25,"College",74374.5877740334,"Standard",0
"4475",19,"High School",47227.1661245762,"Standard",0
"4476",18,"High School",35984.2740992655,"Standard",0
"4477",20,"College",66015.8279357437,"Truck",0
"4478",18,"College",38090.634168372,"Standard",1
"4479",18,"High School",27448.3717324311,"Standard",0
"4480",27,"College",96999.7868029342,"Luxury",0
"4481",27,"College",107364.930125733,"Standard",0
"4482",18,"College",17254.5358245808,"Truck",1
"4483",27,"College",100524.771180655,"Standard",0
"4484",37,"College",102189.260844383,"Standard",0
"4485",18,"High School",34095.6909481589,"Standard",0
"4486",23,"College",111901.648016451,"Truck",0
"4487",26,"College",92673.0413042172,"Standard",0
"4488",18,"College",51454.7228973967,"Standard",0
"4489",22,"High School",92987.7971795753,"Truck",0
"4490",43,"College",132266.606783814,"Truck",0
"4491",20,"College",70075.4551422303,"Truck",0
"4492",25,"High School",69684.0347627636,"Standard",0
"4493",34,"College",106747.059712778,"Truck",1
"4494",18,"College",33058.213742947,"Truck",0
"4495",19,"High School",53419.7558751232,"Standard",0
"4496",25,"College",100545.769786577,"Standard",1
"4497",29,"High School",98887.981277016,"Standard",0
"4498",23,"High School",92240.6249466807,"Standard",0
"4499",22,"College",70243.419489563,"Standard",0
"4500",22,"High School",65353.1587460387,"Standard",1
"4501",26,"College",85481.1853576397,"Standard",0
"4502",31,"College",126056.134117249,"Luxury",0
"4503",30,"College",107263.238469998,"Standard",0
"4504",22,"College",83400.0034772499,"Standard",0
"4505",21,"High School",67761.2286503271,"Standard",0
"4506",22,"College",101243.954231851,"Luxury",0
"4507",23,"High School",81900.3214716427,"Standard",0
"4508",18,"College",38507.5048417979,"Truck",0
"4509",38,"College",106599.857114603,"Standard",0
"4510",22,"High School",59234.9099879625,"Truck",0
"4511",20,"College",75023.0897870975,"Truck",0
"4512",30,"College",105583.696328088,"Standard",0
"4513",34,"College",108471.446280325,"Luxury",0
"4514",20,"High School",70724.2531909271,"Standard",0
"4515",20,"College",52657.029774885,"Standard",0
"4516",22,"High School",79386.2650219742,"Standard",0
"4517",27,"High School",80990.8741428367,"Standard",0
"4518",19,"College",43137.112176863,"Truck",0
"4519",20,"College",67038.3657330842,"Standard",0
"4520",28,"High School",69534.0871897465,"Truck",1
"4521",21,"College",79648.4603707721,"Standard",0
"4522",19,"College",69408.5946179987,"Truck",0
"4523",29,"High School",91686.7924025426,"Luxury",0
"4524",24,"High School",69241.5851529502,"Standard",0
"4525",29,"College",103595.296317828,"Luxury",0
"4526",30,"High School",79374.4063669976,"Standard",3
"4527",21,"College",75624.0992447202,"Standard",0
"4528",30,"College",107641.075000197,"Truck",0
"4529",19,"College",47624.6509419758,"Truck",1
"4530",19,"College",58403.8807761248,"Standard",0
"4531",43,"High School",94735.1821301595,"Standard",0
"4532",20,"College",66759.0300536147,"Standard",0
"4533",20,"High School",65456.4193774185,"Truck",0
"4534",20,"High School",60860.2374302989,"Standard",0
"4535",23,"College",83638.3848456748,"Standard",0
"4536",39,"College",134112.233111986,"Luxury",0
"4537",19,"High School",57894.6644744622,"Truck",0
"4538",19,"College",65199.0652261051,"Truck",0
"4539",23,"High School",66956.4344967966,"Standard",0
"4540",21,"High School",50329.1010335829,"Truck",0
"4541",25,"College",101042.603855769,"Standard",0
"4542",19,"High School",58713.7653066218,"Standard",0
"4543",22,"College",99027.9134200889,"Standard",0
"4544",21,"College",94454.1037309061,"Truck",0
"4545",18,"College",42191.5437708997,"Standard",0
"4546",18,"College",48554.5043694528,"Truck",0
"4547",25,"College",110457.55135436,"Truck",0
"4548",28,"College",112051.538835062,"Luxury",0
"4549",24,"College",87512.9816214993,"Truck",0
"4550",41,"College",124800.05847165,"Luxury",0
"4551",23,"High School",56984.3320596589,"Standard",0
"4552",22,"High School",79012.9626923073,"Truck",0
"4553",24,"College",91582.5862538467,"Truck",0
"4554",27,"College",115902.109430733,"Standard",0
"4555",22,"College",87438.7833350477,"Truck",0
"4556",18,"College",59590.2571789691,"Standard",0
"4557",25,"College",106898.520389664,"Truck",0
"4558",33,"High School",80677.1246294432,"Truck",0
"4559",20,"High School",51945.6782411183,"Standard",0
"4560",46,"College",120217.556651988,"Truck",0
"4561",21,"College",97436.0855783592,"Luxury",0
"4562",29,"College",100451.948880099,"Standard",0
"4563",18,"College",44796.6048430114,"Truck",0
"4564",22,"College",107331.900606702,"Standard",0
"4565",39,"High School",91829.2670371998,"Standard",0
"4566",20,"College",77701.8552009171,"Standard",0
"4567",20,"College",81441.049507735,"Standard",0
"4568",24,"College",94986.4377836763,"Standard",0
"4569",22,"College",90811.843220964,"Truck",0
"4570",43,"College",129829.543207071,"Truck",0
"4571",22,"College",84837.1669790373,"Standard",0
"4572",19,"College",49015.8120616612,"Truck",1
"4573",20,"College",78325.4196581979,"Truck",0
"4574",18,"College",62812.4291216533,"Truck",0
"4575",23,"College",72386.6797245906,"Truck",0
"4576",19,"College",54640.4898285155,"Standard",0
"4577",41,"College",111577.444783233,"Standard",1
"4578",50,"College",123760.443905986,"Luxury",0
"4579",19,"College",60418.3531422782,"Standard",0
"4580",26,"College",95484.6034312694,"Truck",0
"4581",21,"High School",70344.8707758209,"Truck",0
"4582",25,"High School",68675.0664654434,"Truck",0
"4583",31,"College",103060.551477808,"Truck",0
"4584",21,"College",74078.4336664424,"Standard",0
"4585",28,"College",97770.6434417603,"Standard",0
"4586",19,"College",70381.766729726,"Standard",0
"4587",20,"College",86712.1129765802,"Luxury",0
"4588",22,"High School",72050.7050703616,"Standard",0
"4589",34,"College",114426.559063092,"Luxury",0
"4590",27,"High School",82359.4532516927,"Truck",0
"4591",31,"College",112315.520269425,"Luxury",0
"4592",21,"College",85609.1860482052,"Luxury",0
"4593",23,"High School",81781.1554276845,"Standard",0
"4594",35,"College",109767.459193336,"Truck",0
"4595",20,"High School",46744.4650590736,"Standard",0
"4596",20,"College",47700.3399742302,"Truck",0
"4597",18,"High School",35868.8740466645,"Truck",0
"4598",21,"High School",62142.2503602343,"Standard",0
"4599",38,"College",128610.17581218,"Truck",0
"4600",28,"High School",75302.407794415,"Truck",0
"4601",21,"College",81462.8136938958,"Standard",0
"4602",19,"High School",47921.5940715251,"Standard",0
"4603",28,"College",94039.5229638069,"Luxury",0
"4604",19,"College",71906.3108980706,"Truck",0
"4605",19,"High School",48928.7048607667,"Truck",0
"4606",19,"College",69483.7746707338,"Standard",0
"4607",24,"College",100329.68674773,"Luxury",0
"4608",20,"High School",51412.1333192693,"Truck",0
"4609",18,"College",35609.8266182264,"Standard",0
"4610",18,"High School",35015.1059922725,"Standard",0
"4611",33,"High School",102595.169282401,"Luxury",0
"4612",25,"College",99598.6048076209,"Standard",0
"4613",40,"College",123731.540742881,"Truck",0
"4614",21,"High School",57991.8569908321,"Standard",0
"4615",21,"College",75421.6950212721,"Truck",0
"4616",19,"College",79647.8116176185,"Truck",0
"4617",27,"College",90393.8076533233,"Truck",0
"4618",30,"High School",81481.2848501861,"Standard",0
"4619",24,"College",91344.2775392687,"Truck",0
"4620",33,"College",117417.263290745,"Standard",0
"4621",60,"College",144292.470318693,"Truck",0
"4622",19,"College",47641.3269726456,"Truck",0
"4623",39,"College",135084.89863372,"Truck",0
"4624",26,"High School",90640.5547674929,"Truck",0
"4625",21,"College",80777.0623141889,"Standard",0
"4626",21,"College",74840.5495871941,"Standard",0
"4627",19,"College",57311.6537353341,"Standard",0
"4628",23,"High School",91154.6144108871,"Luxury",1
"4629",25,"College",103667.622008245,"Standard",0
"4630",22,"College",84313.5988624586,"Standard",0
"4631",23,"College",101085.612402069,"Luxury",0
"4632",21,"College",81847.9336675105,"Standard",0
"4633",23,"College",97646.528938009,"Luxury",0
"4634",18,"College",40452.7456157551,"Truck",0
"4635",19,"College",44845.9641831197,"Standard",0
"4636",56,"High School",97467.0264205135,"Truck",0
"4637",18,"High School",46692.8485522304,"Standard",0
"4638",21,"College",78600.0569290544,"Standard",0
"4639",21,"High School",70460.2640145699,"Standard",0
"4640",30,"High School",97189.396722887,"Truck",0
"4641",41,"College",104520.084702136,"Standard",0
"4642",29,"College",101165.56669654,"Luxury",0
"4643",24,"High School",79797.9027712906,"Standard",0
"4644",18,"College",35249.2786032572,"Truck",1
"4645",53,"College",120170.209750925,"Standard",0
"4646",19,"College",52862.5804920799,"Truck",0
"4647",34,"College",131786.739572054,"Standard",0
"4648",26,"College",117627.021421795,"Truck",0
"4649",29,"College",91482.9947880642,"Truck",0
"4650",22,"High School",72854.7966594051,"Standard",0
"4651",23,"High School",55221.2964917755,"Standard",0
"4652",21,"College",66290.2085248075,"Standard",0
"4653",30,"College",114453.508534806,"Standard",0
"4654",19,"High School",53817.0832171129,"Standard",0
"4655",21,"College",74251.5792981453,"Standard",0
"4656",21,"High School",49452.2616832857,"Standard",0
"4657",19,"High School",63886.6351861879,"Truck",0
"4658",22,"High School",61744.5836117225,"Standard",0
"4659",19,"College",53571.8998345771,"Standard",0
"4660",18,"College",57953.6159489989,"Truck",0
"4661",25,"College",116622.942119197,"Luxury",0
"4662",52,"College",140269.843286896,"Truck",0
"4663",21,"High School",56348.2946559772,"Standard",0
"4664",32,"College",89364.2359319224,"Standard",0
"4665",19,"College",66439.3067127635,"Standard",0
"4666",25,"College",116099.286278514,"Standard",2
"4667",24,"College",80765.6625808684,"Truck",0
"4668",18,"College",27498.4141460411,"Standard",0
"4669",18,"High School",49840.0980578347,"Standard",0
"4670",19,"High School",45353.5119466108,"Standard",0
"4671",28,"College",113849.390935718,"Standard",0
"4672",22,"College",76866.2323390545,"Truck",0
"4673",20,"High School",56186.7048477222,"Standard",0
"4674",20,"College",68662.3261666702,"Standard",0
"4675",53,"College",133752.236389856,"Luxury",0
"4676",20,"College",67387.7632719129,"Truck",0
"4677",22,"High School",80204.5740316538,"Standard",0
"4678",30,"College",101013.134112665,"Luxury",0
"4679",22,"High School",68184.5616735066,"Standard",0
"4680",22,"College",81186.2006357988,"Standard",0
"4681",20,"High School",61110.1598543679,"Truck",0
"4682",44,"High School",88366.1666409857,"Standard",0
"4683",29,"College",100205.792629737,"Standard",0
"4684",35,"College",127283.671666312,"Truck",0
"4685",35,"College",131651.684509847,"Truck",0
"4686",20,"College",66586.6226471642,"Truck",0
"4687",19,"College",61251.3546864274,"Standard",0
"4688",20,"High School",64154.9879567489,"Standard",0
"4689",20,"College",77953.685128215,"Standard",0
"4690",30,"College",118518.091885688,"Truck",0
"4691",18,"College",42972.3836313226,"Truck",0
"4692",25,"High School",78778.4034109977,"Standard",0
"4693",22,"College",84132.4708226294,"Truck",0
"4694",22,"College",85427.5470942555,"Truck",0
"4695",22,"College",77351.3128234869,"Standard",0
"4696",29,"College",105849.202268367,"Luxury",0
"4697",22,"College",105895.307449751,"Truck",0
"4698",20,"College",68679.2778122516,"Standard",0
"4699",29,"High School",82675.3314244264,"Truck",0
"4700",18,"College",47564.8195003521,"Truck",0
"4701",35,"College",128117.875459897,"Luxury",0
"4702",24,"College",93598.3539168972,"Truck",0
"4703",28,"College",106299.133955234,"Truck",0
"4704",18,"High School",45311.3471395929,"Truck",0
"4705",19,"High School",59306.316462443,"Standard",0
"4706",25,"College",106134.4404669,"Standard",0
"4707",19,"College",57854.7852247742,"Standard",0
"4708",26,"High School",91686.7975237213,"Truck",0
"4709",18,"College",43468.5486419904,"Standard",0
"4710",19,"High School",57190.2628091549,"Standard",0
"4711",21,"College",87865.8135632805,"Truck",0
"4712",31,"College",130388.516653223,"Truck",0
"4713",26,"College",105770.710843385,"Luxury",0
"4714",29,"College",112422.123165184,"Luxury",0
"4715",19,"High School",61154.2995529477,"Standard",0
"4716",18,"College",47846.4847534492,"Standard",0
"4717",19,"High School",54254.1365959755,"Standard",0
"4718",20,"College",43100.5427257986,"Truck",0
"4719",29,"High School",86012.3170684986,"Standard",0
"4720",19,"College",49986.3071923118,"Truck",0
"4721",22,"College",80296.2400923568,"Truck",0
"4722",26,"High School",91189.2560294472,"Standard",0
"4723",18,"High School",45566.7030530096,"Truck",0
"4724",64,"College",129451.598904135,"Standard",0
"4725",29,"High School",86496.4227353808,"Standard",0
"4726",19,"High School",43957.7446284337,"Truck",0
"4727",19,"College",77830.7205799533,"Standard",2
"4728",18,"College",43778.4860732231,"Standard",2
"4729",44,"College",111180.928316237,"Truck",0
"4730",27,"College",112997.70572881,"Truck",0
"4731",23,"High School",66973.1567495924,"Standard",0
"4732",26,"College",79490.1587360522,"Standard",0
"4733",20,"College",64790.7425803844,"Standard",0
"4734",19,"High School",56548.0360424011,"Standard",0
"4735",24,"College",72544.037969694,"Standard",0
"4736",19,"College",85258.7431421923,"Truck",0
"4737",31,"College",132304.165017293,"Luxury",0
"4738",23,"College",93942.7241066085,"Standard",0
"4739",18,"High School",45951.0277720979,"Standard",0
"4740",52,"College",147241.717703977,"Standard",0
"4741",25,"High School",75765.4180874251,"Standard",1
"4742",25,"High School",78565.8952679636,"Standard",2
"4743",19,"College",41952.0363487261,"Truck",0
"4744",18,"College",53902.5140608804,"Standard",0
"4745",37,"High School",99242.3593351082,"Standard",0
"4746",34,"High School",97684.8204996101,"Standard",0
"4747",19,"High School",57288.38680369,"Standard",0
"4748",21,"High School",59327.7400986198,"Truck",1
"4749",21,"High School",64869.4193759529,"Standard",0
"4750",56,"College",130276.653636518,"Luxury",0
"4751",19,"College",62068.2901082276,"Standard",0
"4752",19,"High School",65966.7457267401,"Truck",0
"4753",21,"High School",52905.5899269129,"Truck",0
"4754",20,"College",79367.019642015,"Standard",0
"4755",21,"College",84501.5448482286,"Standard",0
"4756",28,"College",109643.790322833,"Truck",0
"4757",20,"College",51125.2293029578,"Standard",0
"4758",38,"High School",96591.2321400624,"Standard",0
"4759",54,"High School",83960.7135273612,"Standard",0
"4760",21,"College",91211.6768418511,"Standard",0
"4761",19,"College",69901.8099105849,"Standard",0
"4762",19,"College",66566.2578599051,"Standard",0
"4763",27,"College",94814.3469161532,"Standard",0
"4764",20,"College",87128.0690122713,"Truck",0
"4765",23,"College",88126.9070740394,"Luxury",0
"4766",20,"College",63506.2799283616,"Standard",0
"4767",20,"College",96356.1913711475,"Truck",0
"4768",25,"College",117423.179024093,"Standard",0
"4769",19,"College",58311.7774518118,"Standard",0
"4770",49,"College",121736.103727805,"Truck",0
"4771",24,"College",66791.3676874914,"Standard",0
"4772",19,"High School",41938.5627038599,"Truck",0
"4773",21,"College",76816.1973453021,"Truck",0
"4774",43,"College",126740.086837154,"Truck",0
"4775",19,"High School",37066.3609358804,"Truck",0
"4776",19,"High School",60893.6254628185,"Truck",0
"4777",20,"College",88148.9613348933,"Standard",0
"4778",28,"High School",89371.5138365249,"Standard",0
"4779",18,"High School",55715.0906103177,"Truck",0
"4780",21,"College",78872.5531480768,"Truck",0
"4781",53,"High School",82087.3678696174,"Luxury",1
"4782",22,"High School",64901.5797512687,"Truck",0
"4783",20,"High School",49083.1434878404,"Truck",0
"4784",33,"College",128029.976301007,"Truck",0
"4785",27,"College",96958.2316012605,"Luxury",0
"4786",23,"High School",72259.2302998423,"Standard",0
"4787",23,"High School",81453.3289903572,"Truck",0
"4788",28,"High School",79401.6337924933,"Truck",0
"4789",45,"College",139053.026904183,"Truck",0
"4790",24,"High School",73791.3462368424,"Truck",0
"4791",22,"College",88427.7425096576,"Standard",0
"4792",48,"High School",89368.3532252486,"Luxury",0
"4793",18,"High School",45591.8877474646,"Truck",0
"4794",18,"College",41055.4453899888,"Standard",0
"4795",24,"High School",72816.3062718112,"Truck",0
"4796",19,"College",38099.6149391082,"Standard",0
"4797",22,"High School",72976.6576010225,"Standard",0
"4798",19,"College",78550.6312696285,"Standard",0
"4799",31,"College",109124.824870979,"Truck",0
"4800",26,"College",93134.5647814325,"Standard",0
"4801",21,"High School",76115.8106246812,"Standard",0
"4802",25,"College",99795.147832742,"Luxury",0
"4803",35,"College",118086.967866695,"Truck",0
"4804",19,"College",44333.7133100185,"Standard",1
"4805",19,"College",68223.4348179816,"Truck",0
"4806",62,"College",144469.5478688,"Luxury",0
"4807",38,"College",114129.547237376,"Standard",0
"4808",27,"College",97831.7490489528,"Truck",0
"4809",19,"College",49728.6319933608,"Standard",0
"4810",19,"College",57505.882588348,"Truck",0
"4811",18,"College",39909.3975410733,"Standard",0
"4812",18,"College",39756.24818092,"Standard",0
"4813",26,"High School",74542.6129911018,"Standard",0
"4814",22,"College",78741.0304597131,"Truck",0
"4815",27,"College",102852.781170141,"Luxury",2
"4816",32,"College",124601.196531782,"Luxury",0
"4817",20,"College",75008.6403337742,"Truck",0
"4818",29,"College",99729.6044616719,"Standard",0
"4819",20,"High School",57144.0540749147,"Standard",0
"4820",20,"High School",60803.4776862655,"Truck",1
"4821",22,"High School",86656.5522737311,"Truck",0
"4822",18,"College",46603.6377940043,"Standard",0
"4823",45,"College",129991.790382954,"Truck",0
"4824",20,"High School",72592.4262489212,"Standard",0
"4825",18,"College",52377.4454485454,"Truck",0
"4826",32,"College",116514.086121591,"Standard",0
"4827",27,"College",105010.475009144,"Standard",0
"4828",25,"College",110949.113832187,"Standard",0
"4829",25,"High School",78502.5119924817,"Standard",0
"4830",20,"College",73268.8425942278,"Standard",0
"4831",24,"College",90381.6578660894,"Truck",0
"4832",18,"High School",62908.4435467243,"Standard",0
"4833",23,"College",96915.3010804818,"Luxury",0
"4834",26,"College",112372.448513018,"Standard",0
"4835",28,"High School",81385.7905870991,"Truck",0
"4836",30,"High School",99098.2896348763,"Luxury",0
"4837",18,"High School",41031.0139539508,"Truck",0
"4838",37,"College",127882.622026062,"Standard",0
"4839",33,"College",120391.983512365,"Standard",0
"4840",18,"College",44637.4459190598,"Truck",0
"4841",18,"High School",36666.0051371707,"Standard",0
"4842",21,"College",75342.7383470093,"Truck",1
"4843",18,"College",52050.7341871706,"Standard",0
"4844",18,"High School",50489.5756385195,"Standard",0
"4845",25,"High School",78760.9529663904,"Standard",0
"4846",27,"College",105585.293203044,"Luxury",0
"4847",27,"High School",83276.0543528795,"Truck",0
"4848",19,"High School",67358.2945976659,"Standard",0
"4849",26,"College",88103.5693331039,"Standard",0
"4850",42,"College",133859.199812862,"Luxury",0
"4851",27,"High School",99000.7183049914,"Truck",0
"4852",26,"College",100372.632608904,"Truck",0
"4853",18,"College",50406.1550077085,"Truck",0
"4854",24,"College",80149.0874410922,"Truck",0
"4855",34,"College",118726.888460662,"Luxury",0
"4856",22,"College",77082.8885787287,"Standard",0
"4857",39,"College",113006.850834489,"Truck",0
"4858",31,"College",107057.967155083,"Standard",0
"4859",19,"College",58953.7379993483,"Standard",0
"4860",25,"College",98497.1583055574,"Luxury",0
"4861",18,"College",35481.2831819671,"Standard",0
"4862",20,"High School",74360.0567231853,"Standard",0
"4863",19,"High School",63314.4076339875,"Standard",0
"4864",19,"College",48686.6221187851,"Truck",0
"4865",31,"College",114407.999973807,"Luxury",0
"4866",21,"High School",76874.1236949351,"Standard",0
"4867",25,"College",102648.517580426,"Standard",0
"4868",22,"College",75201.6633164652,"Standard",0
"4869",21,"College",87154.8120919919,"Standard",0
"4870",22,"College",83997.3665406381,"Truck",0
"4871",18,"College",39571.9287948599,"Standard",0
"4872",19,"High School",45250.9526207156,"Standard",0
"4873",29,"College",79190.0904145111,"Truck",0
"4874",25,"High School",86936.9923581199,"Standard",0
"4875",22,"College",102431.859516646,"Truck",0
"4876",22,"College",83593.2934827604,"Standard",0
"4877",20,"High School",73196.1486221435,"Standard",0
"4878",32,"College",100791.498591748,"Standard",0
"4879",20,"High School",60274.6263513533,"Standard",0
"4880",58,"High School",110628.857037346,"Truck",0
"4881",21,"High School",63095.0358098724,"Standard",0
"4882",19,"College",83143.6657835544,"Truck",0
"4883",19,"College",45190.467495616,"Standard",1
"4884",35,"High School",70445.2691175819,"Truck",0
"4885",23,"College",107922.74574331,"Truck",1
"4886",18,"High School",54714.9976409963,"Standard",0
"4887",23,"College",101235.114519403,"Luxury",1
